commercial_id,title,transcription,log_prob
rATwcq-TlTc,Spot Zaini Seven Yub 2017,"Zaini Scuola Yub, Urban Instinct. Vai sul sito e scopri come vincere i fantastici premi Samsung.",-0.3571579316083123
REQTbF2QpHk,Giochi Cocorito | Spot Cinema 2015,Советская С вами был Игорь Негода.,-2.6141355832417807
RgYfHljw3-I,Spot 4 salti in padella Findus (2004),"Spot 5 Papo Natale Papo Natale! Entro a preco, io sono 8! E dov'è la cucina 8? Di qua! Oh, oh, oh! Fagottini di pollo con piselli di 4 salti in padella, che ne dici? Fagottini, ahhh! Oh, li e guarda che ripieno! Fondava! E dov'è il mio piatto? Sono 8 e prendo tutto! 8, contali bene! 6! Bravo! E sono miei! Perché ho fatto entrare?",-0.3402993258307962
RleTPjwD2LU,Spot Foot Locker - Sneaker Skills - 2012,Okay You,-0.7056015729904175
rLnNrnBiviw.s27,settimanale Donna Moderna,Donna Moderna,-0.9961748804364886
rMuVHXlHrJk,Spot SKY Summer free Savinio Treno 2007,Sottotitoli creati dalla comunità Amara.org Sottotitoli creati dalla comunità Amara.org,-0.3855326596428366
rnaj0FFNCYw.s2,Fiat Uno,"Uno, que pasión. Uno, que pasión.",-0.8623540878295899
RopppWaSqLs,Primigi e GIOLEN: nuova collezione A/I 2013,Primigi e GIOLEN Calzature e abbigliamento Primigi nei migliori negozi per bambini e in tutti i Primigi Store una avventura straordinaria,-0.4306049346923828
rS96W19VAt8,Spot Coca Cola Estate 2009   Musica  amp  Coca Cola,이후にある bubblesご視聴ありがとうございました,-5.640949249267578
RsJuaRhYvxk.s1,pandoro Bauli,Bauli! Bauli! Bauli! Bauli! Bauli! Bauli!,-0.764085708125945
RtfB3VGL_bA.s3,zaini Seven,Seven No frontiers,-0.8131705284118652
RtfB3VGL_bA.s5,orologi Lorenz,या third eye orology कॉरा हँ यस कodel 우� redist,-2.701141650860126
ruRJqdrdc5A,pubblicità Auto RENAULT MODUS - Canale 5 Mediaset -  spot 2005,"RENAULT MODUS RENAULT MODUS nota con carattere a 10.850 euro finanziamento tasso zero, anticipo zero",-0.605411434173584
ryf0g4xu0qE,Intimissimi lancia lo spot “Il reggiseno perfetto per te”,“Il reggiseno perfetto per te”,-0.5254303216934204
rz1cwccwya4.s11,frigoriferi Hotpoint Ariston,L'atmosfera ideale per i tuoi cibi Quadrio da Hotpoint Ariston,-0.32119852563609247
rz1cwccwya4.s16,pc e chiavetta Alice Mobile Tim,"Porta internet in vacanza con te! Solo con Alice Mobile è un nuovo pc, la chiavetta è 100 euro al mese, tutto incluso a partire da 30 euro. Scopri la libertà di navigare fino a 7 e 2 mega. Tim, tu senza che mi fai male.",-0.49697949993076607
rz1cwccwya4.s27,crema fluida vellutante Nivea Body,I Provate a resistere la bellezza magnetica,-0.8192507028579712
rz1cwccwya4.s47,Wind Summer Collection,"Summer Collection ha soli 9,99 € leite dell'estate, una ricaricabile Wind e 30 € di telefonate gratis verso tutti. Una compilation mostruosa, solo da Wind.",-0.366663138071696
rz1cwccwya4.s59,diario Comix,nel mondo. Comix un mondo da favola e con Comix e Team Trivù vinci un telefonino al giorno per i tuoi amici.,-0.6284717559814453
rz1cwccwya4.s6,Polaretti Fruit Dolfin,"Opo po po polaretti, benvenuti dai pinguini dove inizia la magia Questa patrica è speciale, tutti insieme in allegria Il succo delle arance, delle fragole e limoni, i ghiaccioli polaretti sono unicetti buoni Opo po po polaretti, e in più i polar brilli, collezionaci tutti, ci illuminiamo al buio",-0.2997355229646257
rz1cwccwya4.s81,Nestea,D'Algida Con gusto,-0.8485182523727417
rz1cwccwya4.s88,Polase,della vita. Quando caldo e fatica ti buttano giù scegli la forza del numero uno polase e ti senti subito meglio polase rigenera le tue forze,-0.21980224771702545
rz1cwccwya4.s9,Sony Ericsson W760,Sottotitoli e revisione a cura di QTSS,-0.38860858811272514
rz1cwccwya4.s95,profumo Hugo Boss,이 영상은 유료 광고를 포함하고 있습니다.,-0.8569271564483643
rz1cwccwya4.s99,birra Heineken,"Keep it going, keep it moving",-0.7006948471069336
S59xEaIBew8,Spot Pubblicita Banca Di Credito Cooperativo BCC   Canale5 2004,"Senta, il film è in lingua originale, vero? Sì. Con i sottotitoli? Sì. Quindi o guardi il film o leggi i sottotitoli? Senta, mi legge lei? La mia banca è differente. Banca di Credito Cooperativo, differente per forza.",-0.2183240392933721
S6eM7rCKqG0,Spot abbonamento canone RAI (2003) - con bumper Rai 2,Spot abbonamento canone RAI 2,-0.7970921198527018
s8P3VlQrMQk.s14,collant SiSi,SiSi SiSi,-0.7459160486857096
SbibKBB_Tm4,Ford Mustang®️ 2024,North you,-5.042753219604492
se8yOp7CKnQ,pubblicità NOKIA 7260 7280 7270 - telefonini Nokia spot 2005,She knows how to make coffee! at no counts elementary school no I'm the posse You will see coffe Coffee RC,-4.454212882302024
SEkxgiCu3y0,"Una Norimberga anche per la pubblicità: Danone Activia, giugno 2008","Bello qui, eh? Facciamo un tuffo? No, mi sento a disagio. In vacanza il cambio di abitudini mi fa sentire... gonfia. Così. Per questo ho un buonissimo consiglio. Activia, giorno dopo giorno con il suo Bifidus acti regularis agendo nell'intestino aiuta a ritrovare la naturale regolarità. Vedo che oggi va molto meglio con Activia, sento che il gonfiore è sparito. Così mi godo l'estate. Activia è da Nune.",-0.2112041183664829
SepJg9madqY,Segugio spot 2023,"Segugio spot 2023 Segugio spot 2023 Compania sbagliata? Vai su segugio.it, confronti le offerte delle compagnie assicurative e risparmi sulla polizia auto o moto. Segugio.it, trova la compagnia giusta. Fai un preventivo. metto il collare?",-0.5122979701250449
sfHfl9UWtuw,"SPOT Brosway 2009 ""About You - Elisabeth & Tail""                           www. filmgood.sm",Bob,-4.080636978149414
Sgps0EJvqAw,L'Arma dei Carabinieri lancia una nuova campagna di recruiting con DeepBlue Works,"L'Arma dei Carabinieri lancia una nuova campagna di recruiting con DeepBlue Works Correzione! Fideltà! Rispetto! Serita! Routines! Adrenalina! Ne volevo fare! Ti vorrei che ti tiri a Marisol per questa femmina? No, no! Sensibilità! Tradizione! Carabinieri! Questo è il tuo momento! Correzione!",-0.4066125551859538
sJrdngu-GtQ,Opel Zafira Spot 2005 (PUB ITA),Opel Zafira Opel Zafira,-0.5846980214118958
Sk9Jj6QXmWg.s46,concessiolaria Lancia Rosati - Roma,"Adeggi un fiore alla tua Lancia. Rosati, il fiore Lancia. Via Le 21 Atrile 19, via Triunfale 7996, via Tuscolana 160.",-0.5838112097520095
snwgbMAWKgk.s2,Sazio Zyma (Integratore alimentare),"Se un buon piatto vi attrae per privarmene, dovete fare un sacrificio. Allora provate Sazio con due compresse masticate prima dei pasti. Togli e mezzo appetito. E così potete mantenere il corpo snello e combattere la fame. Sazio è un prodotto Zyma. Leggere attentamente le avvertenze. www.sazio.com",-0.2557250042350925
sQNQ7MG92-E.s3,peluche Trudi,istors,-5.001241302490234
sTR7pHGi4Ck.s19,tostiera Lifttoast Olimpic,Il buon mattino si vede dal tost. Buon appetito!,-0.550334612528483
sTR7pHGi4Ck.s20,bilance elettroniche Lario,에도 break Chic,-6.259188652038574
SUzPuw7YxOM.s18,KitKat Nestlè,Fai un break! Spezza con KitKat!,-0.977262920803494
SUzPuw7YxOM.s24,lubrificanti Roloil,lubrificanti Roloil lubrificanti lubrificanti Roloil lubrificanti lubrificanti,-0.647227142796372
SUzPuw7YxOM.s26,dopobarba Axe,"Axe, after shame, odotualek Axe, after shame, odotualek L'istinto di un uomo",-0.8621247100830078
SUzPuw7YxOM.s4,lingerie Lovable,no hears любло Слежiras... sapp eh flawless e in autunno è ancora più bello essere donna con sconti cimilalire su tanti,-6.917820323597301
SYnBnSFjEEA,"Spot giochi ""Load a game"" - Vodafone-Omnitel - 2002",Vodafone-Omnitel Gioco ad es姓 Vodafone-Omnitel Sei pronto a un'emozione vera? Scarica subito Ferrari Racing e tutti gli incredibili Load a Game I primi giochi a colori sul tuo nuovo cellulare Gioco ad es姓 Gioco ad es姓 In esclusiva Vodafone-Omnitel,-0.9617857303259507
T2nNuB9nQ2M,Floïd: on air in tv lo spot dedicato agli uomini,Del훈jujem pretestu fluida leda Bodi že segod please budite jo loanske,-5.386430411503233
t77sIezK5ns.s6,Nike,Have you ever thought about wearing shoes?,-0.571475108464559
TadXSZB27W4,4 Salti Findus   Spot 2011,"4 Salti Findus, attenzione alla bontà!",-0.14283126831054688
tAw4ZafCMtA,SPOT 2011 - HIP HOP BIG OROLOGI,SPOT 2011 HIP HOP BIG OROLOGI,-0.615738042195638
tbs4QyUY_cQ.s20,offerta cinema D+/Tele+,il digitale di tele più ti offre più di 30 anteprime a mese senza interruzioni pubblicitarie anche in dolby surround e pay per view e fino al 30 settembre la parabola è gratis il digitale di tele più più della tv,-0.4189260656183416
tbs4QyUY_cQ.s9,"Peugeot 206 Roland Garros (♪ Musiche: Amami Alfredo da La Traviata, I think I'm paranoid - Garbage ♪)","Peugeot 206 Roland Garros, un'infant terribile Peugeot 206 Roland Garros, un'infant terribile",-0.7555279982717413
tDJrlCkkShg.s17,Audi A4 quattro edition,"Dalle linee dell'arte classica, alle curve del barocco, dalle geometrie del rinascimento, alle fioriture del liberty, dalle trame dei mosaici, ai tessuti lucidi dell'alta moda. Tutte le strade sono state esplorate. O no? Italia, l'end of quattro. Sottotitoli creati dalla comunità Amara.org",-0.36599249368185527
TE2-3Z9MJqQ,iPhone 12 — Spot,Apple Watch Oh You,-3.0627185821533205
tGy57tJ20o0,Daygum Protex – Quando non c’è – Terrazza,"Daygum Protex – Quando non c’è – Terrazza Daygum Protex – Quando non c’è – Terrazza Qui ce l'hai messa il timo? No chef, perché quando non c’è il timo c’è il rosmarino. Buono! Grazie chef! Ma senta a me, e che fai dopo mangiato se non c’è lo spazzolino? E te lo dico io, mastici Daygum e cucina sempre con il sorriso. Fuori casa, quando non c’è lo spazzolino c’è Daygum.",-0.3578167304307401
TiH2f9lZASw.s1,Storia d'Italia dall'unità ad oggi Armando Curcio Editore,Storia d'Italia dall'unità ad oggi Enedicola il primo fascicolo con il regalo il secondo e la copertina del primo volume Arrigo Petacco Storia d'Italia Armando Curcio Editore,-0.30972571451155867
tKdH6fSHME8.s2,tonno Star,"il grande seduttoreaches Don Nostal, il grande seduttore.",-2.227528381347656
tLTbemS4xp8,Spot Che Banca - 24 Giugno 2008,Spot Che Banca Spot Che Banca,-0.9400379317147392
TO8HKHsQ0JI,Spot - Aspirina in granuli,"Oh Cosa stai aspettando? Che ti passi il mal di testa? Hai i primi sintomi, non aspettare. Da oggi c'è la nuova aspirina in granuli che si scioglie sulla lingua e agisce velocemente. È un medicinale che può avere effetti indesiderati anche grave. Nuova aspirina in granuli. Ascolta la tua testa.",-0.21490195218254537
tqBb9z8OfYo,smart forfour 2015 spot - smart center Roma,2 aswb SWR 2020,-4.642517471313477
tQzg6rKloGs,2008 Pubblicità Italia Uno - Sunsilk Liscio Perfetto,"Sanzilk Sanzilk Lisci impeccabile, come non li hai mai visto. Con la nuova linea Sanzilk, liscio perfetto. Sanzilk, guardami ancora.",-0.4481011106256853
tsD7C-fqLp8.s5,intimo Sloggi,"Sloggi, The New Generation",-0.736846923828125
TSQFnl79zyc.s30,Aperol Soda (con Teo Teocoli),di Aperol Soda.,-0.7072849273681641
TSQFnl79zyc.s4,Lancia Lybra (con Richard Gere),Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra Scoprite la tecnologia dei motori 1900 e 2004 GTD common rail di Lancia Lybra,-0.40565163156260614
TTLEfhq8LTA,Spot Acquario Di Genova 2023 - anniversario 30 anni,Sottotitoli e revisione a cura di QTSS,-0.4191230667961968
tu2gYfPjVHg.s15,carta igienica Scottex,ehi ciao! pipipipi mamma! mamma!,-0.9373497210050884
tWgZFKTD6aU.s2,orologi Swatch,Music,-0.6581476926803589
twtdN-MtF4U,"Great Tastes of America 2015 - spot 30"" (McDonald's)",affumicato invitante piccante deciso croccante solo in america i burger hanno un altro sapore solo in america i burger hanno un altro sapore solo in america i burger hanno un altro sapore e da mcdonalds Great Tastes of America 5 burger diversi per 5 settimane prova i primi 4 menu e il quinto è gratis questa settimane inizia con il luiziana smuki bacon,-0.1967267081851051
TXwibKvJ0pA.s10,make-up Broadway,i colori del fascino Jimmy Lee Finally rushing off to school every morning Never has he cared Acting crazy or laughing whether I wanted I knew that you didn't care,-0.8484327316284179
TXwibKvJ0pA.s13,birra Peroni,"La Peroni, a manavita, a manavita",-0.8417928814888
TXwibKvJ0pA.s17,gin Gordon's,"What are you doing up there, burn! G? Gintonic! G! G! G! G!",-3.2264498197115383
TXwibKvJ0pA.s38,orologi Swatch,Having fun? Catch you next time.,-2.6608094435471754
TXwibKvJ0pA.s47,prestiti I.F.I.P. (con Gino Bramieri),I.F.I.P. I.F.I.P.,-0.4685541066256436
TXwibKvJ0pA.s52,birra Dab,Dab a dab Dab a dab dab Dab a dab a dab dab Have a dab Have a dab,-0.9062404632568359
TXwibKvJ0pA.s63,rum Bacardi,Bacardi Bacardi,-0.5110357829502651
TXwibKvJ0pA.s65,TV Sorrisi e Canzoni,In TV Sorrisi e Canzoni di questa settimana. Quanto costa il cappello di JR? E il telefono della Raffae? I conti curiosi della TV. Twin Peaks ultimo atto. Tutta la verità in diretta dall'America.,-0.39511560624645603
TXwibKvJ0pA.s8,Maxicono Motta,Maxicono Motta,-0.9380271434783936
t-yoUj3-CzI,Toyota Hybrid auto ufficiale del Giro d'Italia 2019,Toyota Hybrid Auto Ufficiale del Giro d'Italia 2019 Toyota Hybrid Auto Ufficiale del Giro d'Italia 2019,-0.7965022816377527
TZbJwGCaFKs.s2,"compilation ""Festivalbar '87"" - Emi","Sono tutti in questo disco con Europe, Spagna, Maribion, U2, Eduardo Benato, Level 42, Festivalbar 87, la compilation della 2nd edition.",-0.5811364100529597
U_VajNmzChU.s5,Centro Veneto Arredamento (con Silvan),"Centro Veneto Arredamento Eccola Magia, bella che ci sia, eccola Magia che ti fa la magia per il giorno, per la magia per la notte, per la magia per lucea Centro Veneto Arredamento La Magia del Mobile",-0.8826745640147816
u7zduB_p_cE.s23,BMW Serie 5 Touring,F代博 STAFF innocent,-4.465163230895996
u7zduB_p_cE.s27,pasta all'uovo Le Emiliane Barilla (con Alberto Tomba),"La Vigilia di Alberto Tomba Alberto, dimmi qualcosa, qualcosa che ti piace Le Emiliane Dalla sfoglia emiliana nascono le Emiliane Barilla Vero Emiliane, vero piacere",-0.6213925950070645
u7zduB_p_cE.s50,"album ""Marco Masini"" - Marco Masini - Dischi Ricordi","Marco Masini, il nuovo album",-0.602410364151001
U8X2OvfkeAo,Orologi D&G Time 2003,D&G Time,-0.8153272356305804
u8xNu73SAuY.s13,Pinot di Pinot Gancia,Et tu m'aimes ?,-0.8119007110595703
u8xNu73SAuY.s25,cashmere Piacenza,दिगीत,-0.4270050525665283
U9rHu1DzQ9Y,SPECIAL EDITION CALZEDONIA 2022 - 15'',"That's just the way you make me feel Uh-huh, that's just the way you make me feel Oh, that's just the way that I feel now baby Good God, that's just the way you make me feel",-0.36134383461692116
UaQ9bvkcz4c.s17,crema antirughe Q10plus Nivea Visage,"Le rughe sono come un boomerang. Pensi di essertene liberata, ma ecco che ritornino. Blocca la strada alle rughe. Nuovo Nivea Visage antirughe Q10plus, con l'esclusivo energy complex. Ferma le rughe di oggi e quelle di domani. Blocca la strada alle rughe. Nuovo antirughe Q10plus. Da Nivea Visage.",-0.1961790270509973
UaQ9bvkcz4c.s38,AIR Action Vigorsol Perfetti,"AIR Action Vigorsol, a fresh air explosion.",-0.643671452999115
UaQ9bvkcz4c.s9,videotelefono di casa Telecom Italia,Cucu Cucu Cucu,-0.7704858779907227
uCxckAbGLsg.s24,zaini e abbigliamento Invicta,अपने पाइज़ापाओ जित्टुस हुजे जुएँ अपने पाइज़़पाओ जित्टुस हुजे जॏँ अपने पाइज़़पाओ जित्टुस हुजे जॏँ,-0.5808554398386102
uCxckAbGLsg.s50,profumi Henry Cotton's,"Red is the sun that shines over me I like the best view Green is the hill where I can run free I like the best Blue is the sky and blue is the sea I like the best The red, the green, the blue, the hues I choose I like the best",-0.2607215516110684
UDge7olu2NA,Spot auto Renault Megane 2003,Sottotitoli creati dalla comunità Amara.org Sottotitoli creati dalla comunità Amara.org,-0.40775301877190084
UdtlTobc3gY.s16,sgrassatore universale Aiax,"Come marziani sono appiombati, devo pulire in velocità Nuovo Aiax sgrassatore, contro il grasso tu fai furore Gran pulito da cima a fondo, tutto splende in un secondo Grazie Aiax sgrassatore",-0.24416966871781784
UdtlTobc3gY.s7,bagno schiuma Borotalco Roberts,100 nuova,-0.8716727097829183
UFd9DorwkR8,Pub Peugeot 206 - Metamorphosis,"Love Me, Please Love Please Love Me Love Me, Please Love Me Je suis fou de vous Vraiment, prenez-vous ton plaisir",-0.8082977703639439
ufd9T1hAxzs.s3,Volvo 460,"Volvo, nuova, quattro esercizi. Volvo, nuova, quattro esercizi.",-0.8932942222146427
uGyE4XowlU8.s15,Birba Gig,"Mai puoi fare te che giri insieme a me, noi due i più liberi al mondo Tu sei il mio Birba, dolce cucciolo Birba E tu il mio Birba non sta mai fermo! Birba, il tuo amico da Gig",-0.31717860509478857
uGyE4XowlU8.s26,videogiochi tascabili Tiger Gig,"Gig Tiger Porta in tasca la tua sala giochi con i più famosi videogames tascabili videogiochi come Terminator misurati contro l'invasione del Terminator e della sua banda di cyborg Double Dragon 3, una missione nella terra dei faraoni dentro Chris e da Bilingue Hard Driving, al volante di una potente auto da corso contro ostacoli imprevedibili e il divertimento continua con Spider-Man, Megaman 3, Street Fighter e Robin Hood Gig Tiger Con Gig Tiger porti in tasca tutta l'emozione di un'intera sala giochi Tascabili",-0.2018600833031439
uGyE4XowlU8.s3,caramelle Gnammy Sperlari,"Gnami, gnami, gnami, a-a Le conmoce el piu con los es No hab'em hab'em hecho cos'es Gnami, gnami, gnami, a-a Gnami, gnami, gnami, a-a Gnami, gnami, gnami, a-a Le conmoce el piu con los es Le conmoce el piu con los es",-0.37887838985143085
uGyE4XowlU8.s36,Baby Biberon Giochi Preziosi,"Questo baby baby Biberon Lo fa solo baby Biberon Magico baby Biberon è il bambolotto che ride, piange, beve e dopo fa anche il rutino Questo baby baby Biberon Lo fa solo baby Biberon Baby Biberon bambola e bebé, le uniche con Biberon Magico sono un prodotto Giochi preziosi",-0.22252323983729572
uJhISSABYJA.s37,Emmental Switzerland,Emmental Switzerland Unico svizzero originale,-0.8646526336669922
UlG6nWcOGpY,Spot Tv Camomilla - Ribbon Bag - autunno 2009,"Spot Tv Camomilla Grande come la tua fantasia Camomilla, accessori ed emozioni",-0.5375990867614746
ULiJXuEC56I,Spot Morellato Fioremio 2014 con Sara Sampaio,Fioromio. Morellato.,-0.979631503423055
UPAGHV32syk.s39,Vigorsol Perfetti,"Ricorda, così fresco e intenso Vigorsol può cambiare il gusto della tua vita. Ricorda, così fresco e intenso Vigorsol può cambiare il gusto della tua vita.",-0.28343488551952223
UPAGHV32syk.s6,servizio telefonico a pagamento Cocktail - Ricette dal vivo,Ciao!,-0.9280887603759765
UPeh8wJLu9A.s6,videocamere Saba,videocamere Saba l'immagine della tua vita,-0.4497881531715393
UTLsQtpYvQw,Spot Mercedes Benz spot 2010 - Sorry.flv,Spot Mercedes Benz spot 2010- Sorry.flv Sorry. Sorry.,-0.7279263072543674
UUf9rzsMWe8.s3,deodorante Axe Gravity,"Gravity, new for Max",-0.6953069567680359
UUf9rzsMWe8.s9,Tartufo Carte d'Or Algida,I nuovi dessert di Cardor sublime distrazione nei bar e al riva,-0.4613467625209263
UvyIgnwD0Jo.s13,MyMenu McDonald's,"I tuoi intimo cecilli Hai scelto un giorno per andare via di casa Hai scelto un paese lontano dal tuo Hai fatto scelte che altri non hanno capito Hai scelto di diventare grande tutti i giorni Scegliere non è sempre facile Con MyMenu sì Oggi ai tre grandi classici arriva una novità Provala i MyMenu a solo 4,90 euro E scegli cosa aggiungere a solo 1 euro Buon appetito!",-0.23812486254979695
UvyIgnwD0Jo.s28,tariffa Tim Special,"Sate quattro. Tutti i maschi? Grazie lo stesso, ciao! 4 studentesse cercano coinquilino per dividere le spese. Passe a team, hai i minuti sms, internet, cubo, musica e chiamate illimitate verso un numero team, tutto a 10 euro al mese. Ragazze lei e Chiara? Ciao, Erika. Maria? Martina. E lui chi è? Lui è Mosè. Ha salvato dalle acque? No, dalla tua strada. affrettati, hai tempo fino all'otto settembre",-0.5580257122333233
UvyIgnwD0Jo.s38,Sky Calcio,020200,-0.5677051146825155
UvyIgnwD0Jo.s4,collana Cosmo Corriere della Sera (con Piero Angela),Un viaggio da non mancare negli abissi dell'universo,-0.4536507757086503
UvyIgnwD0Jo.s45,Enantyum Menarini,,
v_Mb0eKfGLc.s1,Amaro Averna,"Em Lária, esta cena se respira, me amare, pela vida te invita, tudo ensino e così. Amaro Averna, o sabor cheio da vida.",-0.9981361157966383
v_Mb0eKfGLc.s12,Punt e Mes Carpano,"Punt e Mes, la alternativa",-0.5650317018682306
v_Mb0eKfGLc.s8,whisky J&B Rare,"J&B Scotch Whisky Dove contai, carattere?",-0.8100223541259766
v0R-4qzikWs,Spot Sky (2015),Sottotitoli creati dalla comunità Amara.org,-0.3245943854836857
V1lERLuaR3U,ADV Golden Lady Grande Amica 2004,Golden Lady Golden Lady Grande Amica,-0.7715229034423828
v5NxB8bpU2I.s5,BMW Serie 3,un'auto dimostra davvero di essere grande quando esprime se stessa anche nei dettagli più piccoli molti lo chiamano stile per noi è qualcosa di più in una BMW Serie 3 la perfezione è un vizio che migliora la vostra guida,-0.22657332881804434
v5NxB8bpU2I.s7,whisky Glen Grant,Glen Grant? Mas seguro. Pero esto es Glen Grant. Inconfundible. Color claro. Gosto purito. Glen Grant. Maltó. De entendimiento.,-0.8360921012030708
V9VxVMnqpFk.s1,profumo CK One Calvin Klein,You're the one CK One I'm fine,-0.6788362503051758
V9VxVMnqpFk.s13,gioielli Kris,"Kris, fight for the world!",-0.9182190895080566
V9VxVMnqpFk.s27,Insalatissime Rio Mare,"con vaschetta e disipire. Insalatissime Rio Mare, fresche insalate già pronte da gustare con le migliori verdure e tanto tonno Rio Mare. Insalatissime Rio Mare, freschezza pronta da gustare.",-0.2555642272486831
V9VxVMnqpFk.s34,Kit colpi di luce Garnier,Sottotitoli creati dalla comunità Amara.org,-0.5247324775247013
V9VxVMnqpFk.s39,Viennetta Selection Algida,Il brivido di un'onda con due strati di croccanti cereali Viennetta Double Crisp Algida,-0.32208045836417903
V9VxVMnqpFk.s42,Gioco del Lotto,Tira fuori Enrico Checenti! Con la nuova cinquina basta un euro per vincere sei milioni,-0.700498104095459
V9VxVMnqpFk.s5,deodorante Silk Dry Dove,Come vuoi tu?,-0.7814630270004272
VBNd3ErWylY.s11,Coca Cola,partnereverjel mozg Dalmar Két sz delegate Tár З!? Evett embargo,-5.617007732391357
VBNd3ErWylY.s31,Cornetto Algida,彩园,-2.968766348702567
vcSKmvNWjUk,"LANCIA NUOVA YPSILON MY23 THE BAG   NO PA 30""",youtube.com,-0.2670370809147867
VFatUEQXXjI.s21,birra Ceres,"I can see the way I look, I'm coming into vision Surfing on a mood and locking into your dimension Take a tip top, this time this is all the essence Ceres to check I'm sipping on a Danish beer It's getting ever so clear Ceres to check My cool and runnin' my way Ceres to check My Ceres to check My cool and runnin' my way Ceres to check",-0.36218610799537515
VfAYknIXcN0.s26,Amaro Averna,Averna è unifullyولideriKEY di casa. Amaro Averna il gusto pieno della vita.,-3.030620422363281
VfAYknIXcN0.s35,tv color Black&Color P9hilips,Beats इसकिर्माण़ाओार् sağद Til닳 graduated from the college of halt carvedちसानहं,-3.3320484161376953
VfAYknIXcN0.s4,make-up Deborah,"Deborah, la più grande bellezza d'Italia.",-0.36685922741889954
VfFs-j943i0,Ford Fiesta Spot 2003 (PUB ITA),Ford Fiesta Spot 2003 Ford Fiesta Spot 2003,-0.9486899971961975
Vh1bbnjafmM.s1,Volkswagen Jetta,Il bagagliaio della Jetta ha una capacità di 660 litri. Avete un'idea di quante uova può contenere un'idea di quante uova può contenere.,-0.11194278853280204
Vh1bbnjafmM.s15,Elisir S.Marzano33 Borsci,Elisir S.Marzano33 Borsci Elisir S.Marzano33 Borsci,-0.7505923509597778
VhYUJy0NjDs,Mercedes-EQ | Dai forma alla tua auto del futuro con l’Intelligenza Artificiale,"Sai immaginare il futuro? Un futuro sensazionale, elettrico e rivolucionario. Una visione così chiara di futuro da poterla quasi toccare. Ora immagina di dare forma a quella visione, con una macchina. E se la tua visione fosse proprio l’Auto del futuro? Se sai immaginarlo, il futuro è già qui. Scopri-lo con i tuoi occhi, con l’Intelligenza Artificiale e Mercedes-EQ. Crea la tua auto del futuro su Mercedes-Benz.it www.marcoparet.com.br",-0.18390810316887454
vjaJJ_sadfg.s1,make up Rimmel,"re il Rimmel, da Colore All'Amato.",-4.146070798238118
vjaJJ_sadfg.s14,Fiat Uno,E con Telepiù in regalo il romanzo di capitola puntata,-0.3642406463623047
vjaJJ_sadfg.s21,rete letto Ondaflex,su con la schiena su con la schiena su con la Ondaflex HındaR Langrissi underground.com,-1.4383357121394231
vjaJJ_sadfg.s63,abbigliamento Pop84,Pop84 Vesta la Vita Pop84 Pop84 Pop84 Pop84 Vesta la Vita,-0.7161313629150391
vjaJJ_sadfg.s7,brandy Fundador,el fundador tiene el sabor de la tierra de españa el sabor de una fiesta el sabor de un flamenco,-0.45796098027910503
VKBnmHF9Utg.s11,Fiat Panda,"Fiat Panda Fbow Panda Fcw Panda. Pada Pada, Panda Panda Pada Panda Panda, Panda Panda, panda pand, panda panda, panda Panda,na iconico Nazionale, banda, panda panda,panda panda,panda panda,panda panda, panda panda, pandawanda panda Panda Feel inside Reflettru Bana, Panda Panda,panda panda,panda pand, pand, panda panda,Banda Panda Endeaka Panda fun Pada Lieutenant Colonel任 cuoreicas 4,""Panda Panda pandagem, panda panda, panda panda pand,panda panda panda , بنا AM 00 me地 OK,le bori a miglio, brother,bandanda panda,amed g'to're found after the l'importanza di essere fieri.",-4.533705240885417
VoDiFxiJf7U,Spot Barilla - Chat line (2000),"Shyamala Saltutable Where there is a barrel, there is a house.",-5.564973831176758
vOQeYAWEJjc,"Spot ""Puma"" (Soggetto Camerun-2001)",Music,-3.1375954151153564
VOvNgv5kGJo.s14,Pandoro Bauli,Hyunny Bauli Bye bye!,-2.886051722935268
VOvNgv5kGJo.s15,Nescafè Nestlè,"Nescafè Nescafè, um longo piacere de café",-0.6589491102430556
VOvNgv5kGJo.s3,make-up Pupa,a Natale regala Pupa o niente,-0.7002989162098278
VpjQryoNRnI.s12,birra Nastro Azzurro Peroni,Nastro Azzurro di Porta Volcano Nastro Azzurro di Porta Volcano,-0.5298024586268834
VpjQryoNRnI.s13,Piaggio,"Cambia vita Sali in piaggio Se acquisti un ciclomotor in aprile e maggio, il regalo è il casco parlante. Ehi, mi senti extra nocchio? E forte chi ha? Ola tuta Top Gun Americanino originale e tante altre novità. In aprile e maggio cambia vita. Sali in piaggio",-0.9130987439836774
VpjQryoNRnI.s2,Adidas,Shitty Pel Garcia,-5.150800069173177
